Julian_Day, SANSA_foF2, Measured_foF2, ICEPAC_foF2, Kp, F10, Dst
9.967147115384616,8.85,8.884615384615385,0.7,95,-1.0
8.871188141025641,8.05,8.007692307692308,0.7,95,0.0
8.301803205128206,7.6,6.692307692307692,0.7,95,4.0
5.634684294871795,6.300000000000001,5.417307692307692,0.7,95,6.0
5.163764423076923,4.85,4.384615384615384,0.7,95,7.0
4.260454487179487,4.5,3.819230769230769,0.7,95,11.0
4.251892307692307,4.25,3.5999999999999996,0.7,95,13.0
3.9607782051282046,4.05,3.501923076923077,0.7,95,14.0
4.123459615384615,4.0,3.415384615384615,1.0,95,12.0
3.643977564102564,3.9000000000000004,3.305769230769231,1.0,95,13.0
3.826397435897436,3.75,2.9826923076923078,1.0,100,11.0
3.150435897435897,4.1,2.705769230769231,2.0,100,8.0
3.4388461538461543,3.6499999999999995,2.9596153846153848,2.0,100,6.0
3.02425641025641,3.4,4.165384615384616,2.0,100,6.0
5.038621794871797,3.75,6.173076923076922,2.7,100,4.0
6.976378205128206,5.35,8.186538461538461,2.7,100,3.0
7.679378205128206,6.549999999999999,8.93076923076923,2.7,100,3.0
8.08946153846154,7.0,9.363461538461538,1.3,100,5.0
8.589673076923077,8.4,9.403846153846155,1.3,100,0.0
9.833442307692309,9.15,9.259615384615385,1.3,100,1.0
9.982153846153848,9.7,9.282692307692306,0.3,100,-1.0
9.540525641025642,10.1,9.38076923076923,0.3,100,-1.0
10.03172435897436,9.75,9.346153846153845,0.3,100,-3.0
9.837948717948718,9.1,9.040384615384614,1.7,100,-1.0
9.779365384615387,8.75,8.676923076923076,1.7,100,-2.0
8.62572435897436,9.0,7.678846153846154,1.7,100,0.0
8.026371794871796,7.800000000000001,6.496153846153846,1.7,100,1.0
5.218878205128205,5.8,5.2384615384615385,1.7,100,1.0
4.723173076923078,4.15,4.228846153846154,1.7,100,0.0
3.772320512820513,3.55,3.6807692307692306,3.3,100,2.0
3.7633076923076922,3.7,3.4615384615384612,3.3,100,7.0
3.4568717948717946,3.95,3.3923076923076922,3.3,100,3.0
3.628115384615384,3.6499999999999995,3.3403846153846155,2.3,100,1.0
3.1233974358974352,4.1,3.248076923076923,2.3,100,-4.0
3.826397435897436,4.3,3.0115384615384615,2.3,100,0.0
3.150435897435897,4.45,2.7115384615384617,2.0,100,7.0
3.4388461538461543,4.05,2.9826923076923078,2.0,100,4.0
3.02425641025641,2.8,4.153846153846154,2.0,100,5.0
5.038621794871797,3.3,6.242307692307692,1.0,100,5.0
6.976378205128206,6.1,8.307692307692308,1.0,100,8.0
7.679378205128206,7.1,9.098076923076924,1.0,100,10.0
8.08946153846154,7.6,9.559615384615384,1.7,100,8.0
8.589673076923077,7.949999999999999,9.507692307692308,1.7,100,-1.0
9.833442307692309,9.2,9.438461538461539,1.7,100,-8.0
9.982153846153848,10.05,9.46153846153846,1.3,100,0.0
9.540525641025642,10.45,9.467307692307692,1.3,100,2.0
10.03172435897436,10.25,9.45,1.3,100,0.0
9.837948717948718,9.95,9.213461538461539,1.7,100,-1.0
9.779365384615387,9.2,8.832692307692307,1.7,100,-4.0
8.62572435897436,8.2,7.817307692307693,1.7,100,-4.0
8.026371794871796,8.55,6.536538461538462,2.0,100,0.0
5.218878205128205,7.45,5.3307692307692305,2.0,100,3.0
4.723173076923078,5.45,4.257692307692308,2.0,100,-6.0
3.772320512820513,3.8500000000000005,3.7269230769230766,1.7,100,-5.0
3.7633076923076922,4.05,3.507692307692308,1.7,100,0.0
3.4568717948717946,3.8500000000000005,3.432692307692308,1.7,100,7.0
3.628115384615384,3.6499999999999995,3.3692307692307693,0.7,100,10.0
3.1233974358974352,3.6499999999999995,3.276923076923077,0.7,100,10.0
3.826397435897436,3.7,3.0923076923076924,0.7,100,9.0
3.150435897435897,3.8500000000000005,2.7807692307692307,3.3,100,4.0
3.4388461538461543,3.1500000000000004,2.988461538461538,3.3,100,-6.0
3.02425641025641,3.25,4.2057692307692305,3.3,100,-12.0
5.038621794871797,3.7,6.346153846153846,2.7,100,-5.0
6.976378205128206,6.15,8.642307692307691,2.7,100,1.0
7.679378205128206,6.35,9.542307692307691,2.7,100,5.0
8.08946153846154,7.0,9.951923076923077,1.3,100,5.0
8.589673076923077,7.45,9.957692307692307,1.3,100,6.0
9.833442307692309,8.75,9.848076923076922,1.3,100,8.0
9.982153846153848,9.2,9.819230769230769,2.3,100,6.0
9.540525641025642,10.25,9.9,2.3,100,4.0
10.03172435897436,10.5,9.882692307692308,2.3,100,-2.0
9.837948717948718,10.55,9.53076923076923,3.3,100,-4.0
9.779365384615387,10.05,9.092307692307692,3.3,100,-2.0
8.62572435897436,9.5,8.065384615384614,3.3,100,0.0
8.026371794871796,9.15,6.848076923076923,2.3,100,-1.0
5.218878205128205,7.1,5.509615384615385,2.3,100,-5.0
4.723173076923078,5.25,4.453846153846154,2.3,100,-7.0
3.772320512820513,5.0,3.8653846153846154,1.0,100,-8.0
3.7633076923076922,4.45,3.663461538461538,1.0,100,-5.0
3.4568717948717946,4.35,3.5538461538461537,1.0,100,-1.0
3.628115384615384,3.95,3.4673076923076924,1.7,100,2.0
3.1233974358974352,3.8500000000000005,3.3346153846153843,1.7,100,2.0
3.719129382716051,3.75,3.103846153846154,1.7,112,-1.0
2.9900923456790127,3.95,2.798076923076923,3.0,112,-4.0
3.3011481481481484,3.5999999999999996,3.0115384615384615,3.0,112,-1.0
2.854005432098765,3.5999999999999996,4.257692307692308,3.0,112,-1.0
5.026535802469137,4.05,6.438461538461539,2.7,112,-1.0
7.116441975308643,6.300000000000001,8.775,2.7,112,2.0
7.8746404938271635,7.700000000000001,9.9,2.7,112,3.0
8.316922962962966,8.35,10.303846153846154,1.3,112,5.0
8.856410370370371,8.7,10.35576923076923,1.3,112,2.0
10.19783851851852,9.0,10.188461538461539,1.3,112,-2.0
10.358226666666669,9.4,10.194230769230769,2.0,112,-4.0
9.881922469135805,10.15,10.165384615384616,2.0,112,-9.0
10.411689382716053,10.1,10.130769230769229,2.0,112,-14.0
10.2026987654321,10.35,9.865384615384617,2.0,112,-12.0
10.139515555555558,9.8,9.398076923076923,2.0,112,-8.0
8.895292345679012,9.45,8.319230769230769,2.0,112,-6.0
8.248879506172841,8.85,7.078846153846154,1.7,112,-5.0
5.220945679012345,6.85,5.682692307692307,1.7,112,-5.0
4.68631851851852,5.35,4.586538461538462,1.7,112,-8.0
3.6608064197530874,4.7,3.9692307692307693,1.7,112,-13.0
3.6510859259259263,4.45,3.7326923076923078,1.7,112,-13.0
3.320589135802469,4.4,3.588461538461538,1.7,112,-7.0
3.5052785185185193,4.75,3.478846153846154,0.7,112,-2.0
2.9609308641975307,3.8,3.3692307692307693,0.7,112,-1.0
3.719129382716051,3.4,3.1096153846153842,0.7,112,-3.0
2.9900923456790127,3.9000000000000004,2.792307692307692,2.0,112,-3.0
3.3011481481481484,4.2,2.9942307692307693,2.0,112,1.0
2.854005432098765,4.35,4.234615384615385,2.0,112,4.0
5.026535802469137,4.35,6.421153846153846,0.3,112,7.0
7.116441975308643,6.75,8.769230769230768,0.3,112,8.0
7.8746404938271635,7.15,9.917307692307693,0.3,112,9.0
8.316922962962966,8.05,10.332692307692309,0.7,112,11.0
8.856410370370371,8.2,10.390384615384615,0.7,112,13.0
10.19783851851852,8.9,10.217307692307692,0.7,112,10.0
10.358226666666669,9.15,10.188461538461539,1.3,112,6.0
9.881922469135805,8.95,10.188461538461539,1.3,112,5.0
10.411689382716053,9.95,10.142307692307691,1.3,112,4.0
10.2026987654321,10.05,9.865384615384617,0.3,112,4.0
10.139515555555558,9.8,9.386538461538462,0.3,112,5.0
8.895292345679012,8.55,8.301923076923076,0.3,112,7.0
8.248879506172841,7.6,7.05576923076923,2.0,112,11.0
5.220945679012345,5.4,5.653846153846154,2.0,112,14.0
4.68631851851852,4.4,4.563461538461539,2.0,112,6.0
3.6608064197530874,4.4,3.946153846153846,3.0,112,-11.0
3.6510859259259263,4.45,3.7153846153846155,3.0,112,-22.0
3.320589135802469,4.45,3.576923076923077,3.0,112,-27.0
3.5052785185185193,4.1,3.4730769230769227,2.0,112,-17.0
2.9609308641975307,4.05,3.3692307692307693,2.0,112,-6.0
3.4704140860215054,3.8,3.15,2.0,119,-2.0
2.795760860215054,3.25,2.8096153846153844,1.7,119,-4.0
3.0836129032258057,3.3,3.0346153846153845,1.7,119,-4.0
2.6698255913978493,3.5,4.240384615384615,1.7,119,0.0
4.680292204301075,3.8,6.553846153846154,2.0,119,4.0
6.614298118279573,6.6,8.942307692307692,2.0,119,4.0
7.315937473118281,8.65,10.125,2.0,119,7.0
7.7252270967741925,9.6,10.690384615384616,2.0,119,13.0
8.22447048387097,8.95,10.655769230769229,2.0,119,14.0
9.46583241935484,9.25,10.575,2.0,119,12.0
9.614256129032258,9.5,10.471153846153845,3.3,119,10.0
9.173482688172047,9.6,10.517307692307691,3.3,119,1.0
9.663730698924732,10.15,10.465384615384615,3.3,119,-3.0
9.470330107526884,9.8,10.067307692307692,2.7,119,-6.0
9.411860161290322,10.45,9.548076923076923,2.7,119,-5.0
8.260451989247315,10.1,8.555769230769231,2.7,119,-5.0
7.662259462365592,9.2,7.188461538461539,4.0,119,-2.0
4.860199731182796,6.75,5.861538461538461,4.0,119,-4.0
4.365454032258064,4.45,4.73076923076923,4.0,119,-18.0
3.4164418279569895,4.45,4.084615384615385,4.0,119,-30.0
3.4074464516129033,4.2,3.7903846153846152,4.0,119,-29.0
3.101603655913978,4.15,3.634615384615384,4.0,119,-20.0
3.2725158064516124,4.25,3.5250000000000004,3.3,119,-21.0
2.7687747311827957,3.1500000000000004,3.415384615384615,3.3,119,-19.0
3.6880525000000013,3.0,3.2076923076923074,3.3,129,-16.0
2.8783471428571428,3.1500000000000004,2.873076923076923,4.0,129,-12.0
3.2238214285714286,3.3,3.0346153846153845,4.0,129,-10.0
2.727202142857143,2.8,4.315384615384615,4.0,129,-17.0
5.140124107142858,3.0,6.703846153846153,3.7,129,-14.0
7.461279464285717,6.950000000000001,9.323076923076924,3.7,129,-9.0
8.303373035714289,8.75,10.621153846153847,3.7,129,-8.0
8.79459428571429,9.6,11.221153846153845,1.3,129,-8.0
9.39377625,9.85,11.226923076923077,1.3,129,-7.0
10.88363410714286,9.25,11.053846153846154,1.3,129,-3.0
11.061769285714288,9.6,10.978846153846154,1.0,129,-1.0
10.532761785714289,10.15,10.967307692307692,1.0,129,-7.0
11.121147678571432,10.6,10.892307692307693,1.0,129,-10.0
10.889032142857145,10.55,10.517307692307691,1.0,129,-4.0
10.81885767857143,10.05,10.05,1.0,129,0.0
9.436960535714286,9.9,8.901923076923076,1.0,129,-2.0
8.719021785714288,8.4,7.569230769230769,0.7,129,0.0
5.356045535714286,5.55,6.115384615384615,0.7,129,-3.0
4.762261607142857,4.25,4.9557692307692305,0.7,129,-9.0
3.623276071428572,3.8500000000000005,4.280769230769231,0.7,129,-9.0
3.6124800000000006,4.05,3.957692307692308,0.7,129,-7.0
3.2454135714285712,3.8,3.761538461538461,0.7,129,-4.0
3.4505389285714294,3.55,3.623076923076923,1.0,129,-2.0
2.8459589285714286,3.25,3.4846153846153847,1.0,129,0.0
4.281014705882354,3.4,3.305769230769231,1.0,150,2.0
3.50564705882353,3.55,2.9365384615384613,1.0,150,4.0
3.836470588235294,3.55,3.115384615384616,1.0,150,3.0
3.3609117647058833,3.4,4.50576923076923,1.0,150,3.0
5.671507352941179,3.55,7.107692307692307,2.0,150,7.0
7.894227941176472,6.0,10.021153846153846,2.0,150,7.0
8.700610294117647,7.35,11.636538461538462,2.0,150,4.0
9.171000000000001,8.45,12.409615384615384,1.7,150,5.0
9.74477205882353,9.05,12.38653846153846,1.7,150,8.0
11.171448529411762,9.3,12.207692307692309,1.7,150,9.0
11.342029411764711,10.45,12.098076923076922,1.3,150,5.0
10.835455882352942,10.5,12.040384615384616,1.3,150,-1.0
11.398889705882354,10.6,11.884615384615385,1.3,150,-3.0
11.176617647058828,10.7,11.515384615384615,1.7,150,-1.0
11.10941911764706,10.65,10.892307692307693,1.7,150,4.0
9.786125000000002,10.1,9.801923076923076,1.7,150,8.0
9.098632352941179,9.15,8.382692307692306,2.7,150,10.0
5.87827205882353,7.35,6.83076923076923,2.7,150,8.0
5.30966911764706,5.15,5.601923076923077,2.7,150,1.0
4.218985294117648,4.35,4.811538461538461,2.3,150,-4.0
4.20864705882353,4.0,4.315384615384615,2.3,150,-8.0
3.8571470588235304,3.8,4.003846153846154,2.3,150,-9.0
4.053573529411765,3.1500000000000004,3.7961538461538464,2.3,150,-9.0
3.4746323529411756,2.95,3.6115384615384616,2.3,150,-4.0
4.281014705882354,3.2,3.3403846153846155,2.3,150,-1.0
3.50564705882353,3.2,3.0115384615384615,0.0,150,1.0
3.836470588235294,2.85,3.103846153846154,0.0,150,5.0
3.3609117647058833,2.6,4.413461538461539,0.0,150,6.0
5.671507352941179,3.35,7.026923076923077,0.7,150,6.0
7.894227941176472,6.549999999999999,9.859615384615383,0.7,150,6.0
8.700610294117647,7.6,12.115384615384615,0.7,150,5.0
9.171000000000001,8.25,12.698076923076924,0.7,150,9.0
9.74477205882353,8.55,12.76153846153846,0.7,150,9.0
11.171448529411762,9.65,12.484615384615385,0.7,150,8.0
11.342029411764711,10.05,12.225000000000001,1.7,150,10.0
10.835455882352942,10.4,12.167307692307691,1.7,150,7.0
11.398889705882354,10.3,12.08653846153846,1.7,150,1.0
11.176617647058828,10.6,11.896153846153846,0.3,150,2.0
11.10941911764706,10.2,10.903846153846153,0.3,150,2.0
9.786125000000002,9.65,9.571153846153845,0.3,150,2.0
9.098632352941179,8.9,8.1,2.0,150,3.0
5.87827205882353,6.85,6.6461538461538465,2.0,150,1.0
5.30966911764706,5.15,5.4923076923076914,2.0,150,-1.0
4.218985294117648,4.55,4.788461538461538,2.0,150,-3.0
4.20864705882353,3.6499999999999995,4.303846153846154,2.0,150,-7.0
3.8571470588235304,3.35,3.946153846153846,2.0,150,-9.0
4.053573529411765,3.2,3.7211538461538463,3.3,150,-9.0
3.4746323529411756,3.2,3.5942307692307693,3.3,150,-8.0
3.9310147058823537,3.2,3.3403846153846155,3.3,150,-5.0
3.1556470588235292,3.5,2.9942307692307693,4.7,150,0.0
3.486470588235295,3.25,3.086538461538461,4.7,150,6.0
3.0109117647058827,nan,4.396153846153846,4.7,150,22.0
5.321507352941178,3.05,7.032692307692307,4.7,150,17.0
7.544227941176471,6.449999999999999,9.894230769230768,4.7,150,10.0
8.350610294117649,7.25,12.207692307692309,4.7,150,-7.0
8.821000000000002,8.65,12.825,3.7,150,-12.0
9.394772058823532,10.7,12.871153846153844,3.7,150,-18.0
10.821448529411763,11.3,12.588461538461539,3.7,150,-14.0
10.992029411764712,11.85,12.334615384615384,3.7,150,-15.0
10.485455882352943,10.95,12.282692307692306,3.7,150,-9.0
11.048889705882354,10.45,12.184615384615384,3.7,150,-6.0
10.826617647058828,11.0,11.976923076923077,4.7,150,-9.0
10.759419117647061,10.85,10.967307692307692,4.7,150,-15.0
9.436125,10.55,9.617307692307692,4.7,150,9.0
8.74863235294118,9.3,8.134615384615383,4.3,150,1.0
5.52827205882353,7.45,6.6461538461538465,4.3,150,-14.0
4.959669117647059,6.15,5.509615384615385,4.3,150,-12.0
3.8689852941176484,5.45,4.805769230769231,2.3,150,-10.0
3.85864705882353,4.3,4.303846153846154,2.3,150,0.0
3.50714705882353,3.4,3.9403846153846156,2.3,150,3.0
3.703573529411765,3.25,3.7211538461538463,2.3,150,6.0
3.1246323529411764,3.5,3.5999999999999996,2.3,150,9.0
3.9310147058823537,3.55,3.3288461538461536,2.3,150,10.0
3.1556470588235292,3.5999999999999996,2.9711538461538463,3.0,150,9.0
3.486470588235295,3.7,3.051923076923077,3.0,150,10.0
3.0109117647058827,2.85,4.344230769230769,3.0,150,2.0
5.321507352941178,3.25,6.963461538461538,3.0,150,2.0
7.544227941176471,6.200000000000001,9.83076923076923,3.0,150,9.0
8.350610294117649,7.6,12.132692307692308,3.0,150,8.0
8.821000000000002,9.0,12.75576923076923,2.7,150,3.0
9.394772058823532,10.1,12.813461538461537,2.7,150,-7.0
10.821448529411763,10.55,12.530769230769229,2.7,150,-15.0
10.992029411764712,11.0,12.276923076923078,3.3,150,-16.0
10.485455882352943,11.1,12.213461538461539,3.3,150,-16.0
11.048889705882354,10.9,12.115384615384615,3.3,150,-17.0
10.826617647058828,11.1,11.890384615384615,4.0,150,-19.0
10.759419117647061,11.0,10.875,4.0,150,-15.0
9.436125,10.8,9.525,4.0,150,-21.0
8.74863235294118,10.2,8.036538461538461,2.7,150,-24.0
5.52827205882353,7.700000000000001,6.582692307692308,2.7,150,-32.0
4.959669117647059,5.45,5.434615384615384,2.7,150,-37.0
3.8689852941176484,4.55,4.736538461538462,2.3,150,-32.0
3.85864705882353,4.35,4.2519230769230765,2.3,150,-28.0
3.50714705882353,3.2,3.90576923076923,2.3,150,-24.0
3.703573529411765,2.95,3.6923076923076925,2.3,150,-22.0
3.1246323529411764,3.2,3.5826923076923074,2.3,150,-24.0
3.812814215686276,3.45,3.317307692307692,2.3,145,-26.0
3.0632921568627456,3.4,2.9480769230769233,3.7,145,-24.0
3.3830882352941183,3.1000000000000005,3.051923076923077,3.7,145,-19.0
2.9233813725490196,3.0,4.298076923076923,3.7,145,-25.0
5.156957107843137,3.75,6.917307692307692,4.7,145,-27.0
7.305587009803924,6.4,9.796153846153846,4.7,145,-25.0
8.085089950980395,7.199999999999999,12.092307692307692,4.7,145,-34.0
8.539800000000003,7.35,12.732692307692309,4.0,145,-46.0
9.094446323529414,9.75,12.796153846153844,4.0,145,-45.0
10.473566911764706,10.3,12.51346153846154,4.0,145,-32.0
10.638461764705887,10.75,12.253846153846153,1.7,145,-30.0
10.148774019607847,10.9,12.196153846153846,1.7,145,-27.0
10.693426715686273,9.1,12.080769230769231,1.7,145,-22.0
10.478563725490199,9.1,11.838461538461539,2.3,145,-18.0
10.413605147058826,9.0,10.817307692307692,2.3,145,-12.0
9.134420833333333,8.55,9.46153846153846,2.3,145,-12.0
8.46984460784314,8.0,7.978846153846154,2.7,145,-11.0
5.356829656862746,6.300000000000001,6.559615384615384,2.7,145,-11.0
4.807180147058825,4.5,5.382692307692308,2.7,145,-17.0
3.7528524509803924,4.2,4.690384615384615,4.3,145,-16.0
3.7428588235294127,3.25,4.217307692307692,4.3,145,-15.0
3.403075490196079,3.35,3.8826923076923077,4.3,145,-14.0
3.5929544117647074,3.35,3.6692307692307695,2.7,145,-12.0
3.0333112745098045,3.45,3.571153846153846,2.7,145,-14.0
4.066758333333334,3.55,3.317307692307692,2.7,130,-20.0
3.2507761904761905,3.2,2.901923076923077,3.0,130,-24.0
3.5989285714285724,3.0,2.9942307692307693,3.0,130,-22.0
3.0984595238095247,3.1000000000000005,4.240384615384615,3.0,130,-18.0
5.530086309523813,3.6499999999999995,6.778846153846153,1.3,130,-13.0
7.869235119047621,6.15,9.749999999999998,1.3,130,-9.0
8.717856547619052,7.6,11.85,1.3,130,-12.0
9.212885714285719,8.75,12.484615384615385,1.0,130,-15.0
9.816712500000001,9.4,12.617307692307692,1.0,130,-14.0
11.318119642857146,8.7,12.346153846153843,1.0,130,-8.0
11.497635714285714,10.55,12.057692307692307,0.3,130,-8.0
10.964527380952383,10.85,11.959615384615384,0.3,130,-6.0
11.55747440476191,9.6,11.855769230769232,0.3,130,-5.0
11.323559523809525,9.75,11.601923076923077,1.7,130,-3.0
11.252841071428573,9.6,10.63846153846154,1.7,130,-1.0
9.86023154761905,9.3,9.253846153846153,1.7,130,0.0
9.136727380952385,8.8,7.759615384615383,2.7,130,3.0
5.747681547619048,6.9,6.363461538461538,2.7,130,-1.0
5.149294642857144,4.15,5.2384615384615385,2.7,130,-2.0
4.001479761904763,3.6499999999999995,4.546153846153846,2.3,130,-2.0
3.9906000000000006,3.2,4.125,2.3,130,-4.0
3.620688095238095,2.85,3.825,2.3,130,-6.0
3.8274035714285723,3.0,3.617307692307692,2.0,130,-5.0
3.218136904761905,3.05,3.5365384615384614,2.0,130,-6.0
4.066758333333334,3.05,3.317307692307692,2.0,130,-10.0
3.2507761904761905,2.95,2.8903846153846153,3.7,130,-11.0
3.5989285714285724,3.25,2.965384615384615,3.7,130,-13.0
3.0984595238095247,3.25,4.223076923076923,3.7,130,-16.0
5.530086309523813,3.5999999999999996,6.749999999999999,3.7,130,-15.0
7.869235119047621,6.5,9.732692307692307,3.7,130,-14.0
8.717856547619052,7.75,11.85,3.7,130,-15.0
9.212885714285719,9.35,12.496153846153847,2.7,130,-16.0
9.816712500000001,9.0,12.623076923076923,2.7,130,-24.0
11.318119642857146,nan,12.363461538461536,2.7,130,-25.0
11.497635714285714,10.8,12.069230769230769,2.0,130,-24.0
10.964527380952383,10.35,11.971153846153845,2.0,130,-23.0
11.55747440476191,8.3,11.86153846153846,2.0,130,-20.0
11.323559523809525,8.7,11.590384615384615,1.7,130,-14.0
11.252841071428573,8.5,10.621153846153847,1.7,130,-9.0
9.86023154761905,8.05,9.23076923076923,1.7,130,-12.0
9.136727380952385,7.35,7.725,2.0,130,-12.0
5.747681547619048,6.05,6.328846153846154,2.0,130,-11.0
5.149294642857144,5.3,5.209615384615383,2.0,130,-11.0
4.001479761904763,4.5,4.523076923076923,2.3,130,-12.0
3.9906000000000006,4.4,4.101923076923077,2.3,130,-9.0
3.620688095238095,3.8500000000000005,3.807692307692307,2.3,130,-6.0
3.8274035714285723,3.1500000000000004,3.605769230769231,0.3,130,-5.0
3.218136904761905,3.45,3.5307692307692307,0.3,130,-5.0
3.923229166666667,3.55,3.2365384615384616,0.3,125,-6.0
3.1386309523809524,3.5,2.861538461538461,1.3,125,-7.0
3.4733928571428576,3.6499999999999995,2.9250000000000003,1.3,125,-6.0
2.992172619047619,2.85,4.0903846153846155,1.3,125,-11.0
5.330275297619049,6.35,6.565384615384615,2.0,125,-10.0
7.579456845238097,7.800000000000001,9.213461538461539,2.0,125,-7.0
8.39543898809524,8.45,11.226923076923077,2.0,125,-6.0
8.871428571428574,9.0,11.896153846153846,2.0,125,-5.0
9.452031250000001,9.450000000000001,11.878846153846153,2.0,125,2.0
10.895691964285717,9.350000000000001,11.590384615384615,2.0,125,-2.0
11.068303571428572,10.5,11.382692307692308,1.7,125,2.0
10.555699404761908,11.0,11.371153846153847,1.7,125,1.0
11.125840773809527,11.15,11.278846153846155,1.7,125,2.0
10.900922619047622,10.900000000000002,11.03076923076923,1.3,125,6.0
10.832924107142858,10.6,10.04423076923077,1.3,125,5.0
9.493876488095239,10.4,8.7,1.3,125,2.0
8.798199404761908,8.25,7.280769230769231,1.3,125,0.0
5.539501488095238,8.3,5.861538461538461,1.3,125,1.0
4.9641294642857146,5.55,4.805769230769231,1.3,125,2.0
3.860461309523811,4.5,4.246153846153846,1.3,125,2.0
3.8500000000000005,3.8500000000000005,3.894230769230769,1.3,125,-1.0
3.4943154761904758,3.6499999999999995,3.646153846153846,1.3,125,-3.0
3.6930803571428577,4.0,3.5365384615384614,1.0,125,-4.0
3.107247023809524,4.65,3.4846153846153847,1.0,125,-4.0
