Julian_Day, SANSA_foF2, Measured_foF2, ICEPAC_foF2, Kp, F10, Dst
202114302,3.000609787662393,2.75,2.9122807017543857,0.3,81.0,-11.0
202114303,2.8784728888376065,2.8,2.5513784461152884,1.0,81.0,-11.0
202114304,3.013547595299145,nan,2.4461152882205512,1.0,81.0,-10.0
202114305,2.819377704760684,nan,3.0977443609022552,1.0,81.0,-7.0
202114306,3.5683456632585466,3.7,4.325814536340853,0.7,81.0,-8.0
202114307,4.475878847297008,5.15,5.568922305764411,0.7,81.0,-7.0
202114308,4.805123444297009,5.45,6.531328320802005,0.7,81.0,-8.0
202114309,5.191627236991454,5.4,6.406015037593985,1.0,81.0,-8.0
202114310,5.425897431010683,5.9,6.81203007518797,1.0,81.0,-9.0
202114311,6.008407102626069,5.4,7.112781954887218,1.0,81.0,-10.0
202114312,5.883610553700856,5.85,7.06265664160401,0.7,81.0,-13.0
202114313,5.676777409431626,5.25,7.037593984962405,0.7,81.0,-17.0
202114314,5.906826518873932,5.95,6.68671679197995,0.7,81.0,-17.0
202114315,5.816073200470085,5.8,6.466165413533835,0.3,81.0,-17.0
202114316,5.7886361507200865,4.7,5.609022556390977,0.3,81.0,-16.0
202114317,5.248337324873932,3.4,4.586466165413534,0.3,81.0,-13.0
202114318,4.967635200508547,nan,3.744360902255639,0.7,81.0,-10.0
202114319,3.6527673547970085,3.0,3.2030075187969924,0.7,81.0,-8.0
202114320,3.4206077030662394,2.55,3.017543859649123,0.7,81.0,-9.0
202114321,2.9752832802008546,nan,3.092731829573935,1.3,81.0,-12.0
202114322,2.971062195623932,3.0,3.1077694235588975,1.3,81.0,-13.0
202114323,2.8275453200085465,nan,2.947368421052632,1.3,81.0,-14.0
202114400,2.7851250261089735,2.85,2.962406015037594,1.3,74.5,-9.0
202114401,2.5677131143198,3.05,3.0726817042606513,1.3,74.5,-7.0
202114402,2.8705368485975784,nan,2.9022556390977448,1.3,74.5,-8.0
202114403,2.5793601810227917,nan,2.5012531328320806,0.3,74.5,-7.0
202114404,2.7035955591880336,nan,2.411027568922306,0.3,74.5,-7.0
202114405,2.525007203075498,2.8,3.0726817042606513,0.3,74.5,-9.0
202114406,3.3927136724483624,4.15,4.350877192982456,0.0,74.5,-8.0
202114407,4.227420119496083,5.0,5.674185463659148,0.0,74.5,-8.0
202114408,4.53024385377386,5.65,6.701754385964913,0.0,74.5,-7.0
202114409,4.706891032102564,5.35,6.68671679197995,0.7,74.5,-5.0
202114410,4.922361766107906,6.15,7.102756892230576,0.7,74.5,-4.0
202114411,5.458126834445513,5.75,7.192982456140351,0.7,74.5,-4.0
202114412,5.522185701311966,6.1,7.288220551378446,0.3,74.5,-4.0
202114413,5.331950278496441,4.6,7.172932330827068,0.3,74.5,-5.0
202114414,5.543538656934117,5.6,6.917293233082707,0.3,74.5,-4.0
202114415,5.460068012229345,6.35,6.6265664160401005,0.3,74.5,-4.0
202114416,5.43483270103953,4.9,5.649122807017544,0.3,74.5,-3.0
202114417,4.937891188378561,2.9,4.7518796992481205,0.3,74.5,-4.0
202114418,4.679714543128917,nan,3.824561403508772,0.3,74.5,-3.0
202114419,3.470360783801638,3.05,3.288220551378446,0.3,74.5,1.0
202114420,3.256831227580128,3.75,3.067669172932331,0.3,74.5,-1.0
202114421,2.8472427151915953,3.45,3.0977443609022552,0.0,74.5,-5.0
202114422,2.843360359623931,nan,3.0977443609022552,0.0,74.5,-7.0
202114423,2.711360270323361,nan,2.9223057644110275,0.0,74.5,-6.0
202114500,2.986367535626923,nan,2.9423558897243107,0.3,85.7,-2.0
202114501,2.736270880051994,2.9,3.022556390977444,0.3,85.7,1.0
202114502,3.084619793174216,nan,2.8922305764411025,0.3,85.7,1.0
202114503,2.74966891517208,nan,2.471177944862155,0.3,85.7,1.0
202114504,2.8925812897863246,2.6,2.3859649122807016,0.3,85.7,0.0
202114505,2.687144751278348,2.6,3.0476190476190474,0.3,85.7,0.0
202114506,3.685298367724715,3.5,4.360902255639097,0.0,85.7,-1.0
202114507,4.645490884664174,5.15,5.7293233082706765,0.0,85.7,-1.0
202114508,4.993839797786396,5.4,6.7969924812030085,0.0,85.7,2.0
202114509,5.197043330441026,6.15,6.847117794486215,0.3,85.7,3.0
202114510,5.444906980162608,5.75,7.243107769423559,0.3,85.7,5.0
202114511,6.061216595686539,5.75,7.288220551378446,0.3,85.7,2.0
202114512,6.134905788847009,5.45,7.418546365914787,0.7,85.7,-1.0
202114513,5.916071215218947,4.5,7.258145363408522,0.7,85.7,-1.0
202114514,6.159468853233832,5.9,6.947368421052631,0.7,85.7,3.0
202114515,6.257894045984331,5.25,6.636591478696742,1.0,85.7,4.0
202114516,6.228864969890813,5.35,5.74937343358396,1.0,85.7,5.0
202114517,5.6572154714338305,3.0,4.852130325814536,1.0,85.7,5.0
202114518,5.165781248494159,nan,3.894736842105263,0.3,85.7,7.0
202114519,3.7746186018586183,2.7,3.273182957393484,0.3,85.7,8.0
202114520,3.5289879579903847,2.95,3.102756892230577,0.3,85.7,8.0
202114521,3.057823722934045,3.1,3.102756892230577,1.3,85.7,3.0
202114522,3.05335771122735,3.5,3.0877192982456143,1.3,85.7,1.0
202114523,2.9015133131997155,3.25,2.9022556390977448,1.3,85.7,0.0
202114600,2.7147305211022346,3.3,2.9273182957393487,0.7,90.3,-2.0
202114601,2.512022254354043,3.0,2.992481203007519,0.7,90.3,2.0
202114602,2.794365911610454,2.9,2.887218045112782,0.7,90.3,6.0
202114603,3.2673260702314266,2.6,2.5263157894736845,1.0,90.3,7.0
202114604,3.383159365516107,2.65,2.4210526315789473,1.0,90.3,10.0
202114605,3.2166490035443784,2.45,3.052631578947368,1.0,90.3,9.0
202114606,4.0256721752983236,3.55,4.270676691729323,1.0,90.3,9.0
202114607,4.803927127992274,4.7,5.508771929824562,1.0,90.3,4.0
202114608,5.0862707852486855,5.4,6.476190476190476,1.0,90.3,2.0
202114609,5.250971251981591,5.55,6.37092731829574,1.0,90.3,0.0
202114610,5.45186962349096,5.65,6.726817042606516,1.0,90.3,3.0
202114611,5.951400709406148,5.6,7.06265664160401,1.0,90.3,3.0
202114612,5.266682807842867,5.15,7.027568922305765,2.7,90.3,4.0
202114613,5.0893130744381985,4.65,7.00250626566416,2.7,90.3,7.0
202114614,5.2865916554699215,5.7,6.646616541353383,2.7,90.3,23.0
202114615,5.986543937978304,5.5,6.431077694235589,3.0,90.3,25.0
202114616,5.963015299873603,4.75,5.56390977443609,3.0,90.3,33.0
202114617,5.499682118734879,nan,4.531328320802005,3.0,90.3,40.0
202114618,4.3874438856305655,5.9,3.699248120300752,4.7,90.3,39.0
202114619,3.370350033394053,3.1,3.192982456140351,4.7,90.3,28.0
202114620,3.228012820538135,3.15,3.037593984962406,4.7,90.3,17.0
202114621,3.525450748701993,nan,3.0977443609022552,3.0,90.3,16.0
202114622,3.522731146539974,3.25,3.0827067669172936,3.0,90.3,19.0
202114623,3.4302646730313544,3.1,2.9022556390977448,3.0,90.3,25.0
202114700,3.0991524682633704,3.2,2.917293233082707,4.3,85.5,11.0
202114701,2.9116896587698333,nan,3.032581453634085,4.3,85.5,13.0
202114702,3.172798571992974,nan,2.8320802005012533,4.3,85.5,-2.0
202114703,3.5060882655351984,nan,2.426065162907268,3.0,85.5,-6.0
202114704,3.613209870960077,nan,2.3408521303258145,3.0,85.5,-3.0
202114705,3.4592225631618136,nan,3.007518796992481,3.0,85.5,-5.0
202114706,4.207400026051198,3.8,4.365914786967418,4.0,85.5,-4.0
202114707,4.927123312499598,4.6,5.819548872180451,4.0,85.5,-4.0
202114708,5.1882322257227385,5.65,6.706766917293233,4.0,85.5,-20.0
202114709,5.340545758436238,6.35,7.072681704260652,3.0,85.5,-28.0
202114710,5.52633479284501,6.05,7.383458646616542,3.0,85.5,-19.0
202114711,5.988296716239796,5.95,7.518796992481203,3.0,85.5,-19.0
202114712,5.7513533159086085,6.45,7.508771929824562,2.0,85.5,-17.0
202114713,5.587323357601765,7.65,7.488721804511278,2.0,85.5,-14.0
202114714,5.76976484184101,6.45,7.162907268170426,2.0,85.5,-8.0
202114715,5.405614535067778,5.75,6.87218045112782,2.3,85.5,-6.0
202114716,5.383855458965849,4.6,5.964912280701754,2.3,85.5,-5.0
202114717,4.955369037266336,3.5,4.952380952380953,2.3,85.5,-4.0
202114718,5.1824284220332695,3.6,4.015037593984963,2.0,85.5,-10.0
202114719,4.093929392089161,4.15,3.338345864661654,2.0,85.5,-7.0
202114720,3.913264921137821,4.15,3.1528822055137846,2.0,85.5,-5.0
202114721,3.2487558081132475,4.5,3.1077694235588975,1.0,85.5,-8.0
202114722,3.2443002188376067,4.5,3.007518796992481,1.0,85.5,-9.0
202114723,3.0928101834658115,3.25,2.8671679197994986,1.0,85.5,-13.0
202114800,2.882653924207265,3.05,2.8471177944862154,0.3,79.5,-14.0
202114801,2.6506506089423074,3.45,2.962406015037594,0.3,79.5,-13.0
202114802,2.973798083775641,3.3,2.81203007518797,0.3,79.5,-10.0
202114803,2.663079357974359,3.6,2.401002506265664,0.7,79.5,-11.0
202114804,2.795652680982906,3.55,2.305764411027569,0.7,79.5,-12.0
202114805,2.6050785291581198,3.45,2.987468671679198,0.7,79.5,-11.0
202114806,3.531020332045941,4.1,4.385964912280702,0.0,79.5,-10.0
202114807,4.4217473460096155,5.2,5.784461152882205,0.0,79.5,-11.0
202114808,4.74489482084295,5.85,6.897243107769423,0.0,79.5,-11.0
202114809,4.933397514495727,6.4,7.2631578947368425,0.3,79.5,-11.0
202114810,5.163329371588676,5.75,7.49874686716792,0.3,79.5,-11.0
202114811,5.735051827063034,6.55,7.729323308270677,0.3,79.5,-10.0
202114812,5.803409946739318,5.15,7.719298245614036,0.7,79.5,-9.0
202114813,5.600407045882481,5.8,7.709273182957395,0.7,79.5,-8.0
202114814,5.8261959866314115,6.6,7.393483709273183,0.7,79.5,-6.0
202114815,5.737123285235044,6.5,7.102756892230576,0.3,79.5,-5.0
202114816,5.7101943289989325,4.8,6.165413533834587,0.3,79.5,-6.0
202114817,5.179901036964743,3.1,5.037593984962406,0.3,79.5,-5.0
202114818,4.904397100087607,2.95,4.140350877192982,0.3,79.5,-4.0
202114819,3.613878658926282,3.1,3.413533834586466,0.3,79.5,-4.0
202114820,3.3860182600053417,nan,3.1578947368421053,0.3,79.5,-3.0
202114821,2.9489405857115383,nan,3.117794486215539,0.0,79.5,-5.0
202114822,2.9447976693675217,3.2,2.982456140350877,0.0,79.5,-4.0
202114823,2.80393851367094,3.3,2.8571428571428577,0.0,79.5,-6.0
202114900,2.8592347216286322,nan,2.837092731829574,0.0,78.1,-8.0
202114901,2.631316999336894,2.95,2.962406015037594,0.0,78.1,-7.0
202115201,2.755683264858547,nan,2.8721804511278197,1.0,77.3,0.0
202115202,2.6999194343316244,3.2,2.5012531328320806,1.0,77.3,5.0
202115203,2.6680543883162393,nan,2.3709273182957395,0.3,77.3,5.0
202115204,2.564492988766239,3.0,2.9573934837092732,0.3,77.3,2.0
202115205,2.458940023840278,2.85,4.150375939849624,0.3,77.3,1.0
202115206,3.116156597907586,3.5,5.4035087719298245,0.0,77.3,1.0
202115207,4.621780022134509,4.75,6.360902255639098,0.0,77.3,0.0
202115208,5.2013255465393184,5.15,6.260651629072682,0.0,77.3,-1.0
202115209,5.422389303271049,5.6,6.631578947368421,0.0,77.3,-1.0
202115210,5.494085656805662,5.65,7.027568922305765,0.0,77.3,-1.0
202115211,5.543874791204702,5.5,7.233082706766917,0.0,77.3,0.0
202115212,5.523959137445088,4.35,7.052631578947368,0.0,77.3,2.0
202115213,5.701208455905664,4.3,6.69172932330827,0.0,77.3,3.0
202115214,5.7589638518085495,4.15,6.401002506265664,0.0,77.3,4.0
202115215,5.510018179813356,4.95,5.523809523809524,0.0,77.3,4.0
202115216,4.641695675894124,4.4,4.451127819548872,0.0,77.3,5.0
202115217,3.9785044056989323,4.45,3.588972431077694,0.0,77.3,5.0
202115218,2.5386026388787393,2.35,3.117794486215539,0.0,77.3,5.0
202115219,2.518686985119124,nan,3.067669172932331,0.0,77.3,4.0
202115220,2.697927868955662,nan,3.182957393483709,0.0,77.3,2.0
202115221,2.69394473820374,nan,3.137844611528822,0.0,77.3,1.0
202115222,2.5565267272623933,3.35,2.93734335839599,0.0,77.3,3.0
202115223,2.6341977769248928,nan,2.93734335839599,0.0,77.3,3.0
202115300,2.4244676503210476,nan,3.0125313283208017,0.0,78.5,5.0
202115301,2.7743570887200857,nan,2.837092731829574,0.0,78.5,7.0
202115302,2.7177275842393165,3.05,2.4661654135338344,0.0,78.5,4.0
202115303,2.685367867393163,nan,2.3157894736842106,0.3,78.5,3.0
202115304,2.5801987876431625,2.85,2.9273182957393487,0.3,78.5,1.0
202115305,2.473007225590278,2.85,4.210526315789474,0.3,78.5,2.0
202115306,3.1404263855422014,nan,5.478696741854637,0.3,78.5,4.0
202115307,4.669423006522971,4.55,6.4561403508771935,0.3,78.5,4.0
202115308,5.257965356662395,5.2,6.7518796992481205,0.3,78.5,4.0
202115309,5.482460892282587,5.45,7.177944862155388,0.3,78.5,3.0
202115310,5.555270255186434,6.4,7.458646616541354,0.3,78.5,3.0
202115311,5.605832312758548,4.2,7.503759398496241,0.3,78.5,3.0
202115312,5.5856074897297034,5.35,7.503759398496241,2.7,78.5,6.0
202115313,5.765608414686433,5.0,7.162907268170426,2.7,78.5,14.0
202115314,5.824260401470088,5.35,6.882205513784462,2.7,78.5,20.0
202115315,5.571450113609512,5.25,5.779448621553884,2.0,78.5,17.0
202115316,4.689647829551817,4.9,4.791979949874687,2.0,78.5,16.0
202115317,4.01616122269124,nan,3.834586466165414,2.0,78.5,13.0
202115318,2.5539065177056623,2.6,3.2531328320802007,1.3,78.5,14.0
202115319,2.533681694676816,6.0,3.137844611528822,1.3,78.5,11.0
202115320,2.7157051019364316,nan,3.192982456140351,1.3,78.5,10.0
202115321,2.7116601373306626,3.0,3.067669172932331,1.3,78.5,10.0
202115322,2.572108858431624,nan,2.8922305764411025,1.3,78.5,11.0
202115323,2.650985668244124,nan,2.917293233082707,1.3,78.5,12.0
202115400,2.4155841866518166,3.0,2.9724310776942358,1.7,77.7,20.0
202115401,2.761907872812394,3.05,2.8320802005012533,1.7,77.7,27.0
202115402,2.705855484300855,nan,2.4611528822055138,1.7,77.7,21.0
202115403,2.673825548008547,3.05,2.305764411027569,1.7,77.7,15.0
202115404,2.569728255058547,4.85,2.9122807017543857,1.7,77.7,12.0
202115405,2.4636290910902776,2.65,4.185463659147869,1.7,77.7,15.0
202115406,3.1242465271191247,3.1,5.4636591478696745,2.3,77.7,13.0
202115407,4.637661016930664,4.4,6.431077694235589,2.3,77.7,6.0
202115408,5.220205483247011,5.0,6.7218045112781954,2.3,77.7,-1.0
202115409,5.442413166274895,4.45,7.142857142857142,1.7,77.7,-8.0
202115410,5.514480522932587,5.85,7.428571428571429,1.7,77.7,-6.0
202115411,5.564527298389318,5.55,7.473684210526316,1.7,77.7,-3.0
202115412,5.544508588206627,5.9,7.473684210526316,1.3,77.7,-2.0
202115413,5.722675108832587,4.15,7.137844611528822,1.3,77.7,-2.0
202115414,5.780729368362395,6.0,6.857142857142857,1.3,77.7,-3.0
202115415,5.530495491078742,5.75,5.764411027568922,1.3,77.7,-2.0
202115416,4.657679727113355,4.4,4.7669172932330826,1.3,77.7,-2.0
202115417,3.991056678029701,2.9,3.8195488721804516,1.3,77.7,-2.0
202115418,2.5437039318210473,nan,3.243107769423559,0.7,77.7,-2.0
202115419,2.5236852216383547,3.0,3.1328320802005014,0.7,77.7,-2.0
202115420,2.7038536132825852,nan,3.182957393483709,0.7,77.7,-1.0
202115421,2.6998498712460473,3.1,3.052631578947368,0.0,77.7,-1.0
202115422,2.5617207709854704,3.35,2.8721804511278197,0.0,77.7,0.0
202115423,2.6397937406979706,2.9,2.8972431077694236,0.0,77.7,0.0
202115500,2.434461546948932,3.0,2.962406015037594,1.0,79.4,4.0
202115501,2.7883624566162393,nan,2.837092731829574,1.0,79.4,7.0
202115502,2.731083696670086,3.1,2.471177944862155,1.0,79.4,6.0
202115503,2.698352976700855,2.8,2.330827067669173,1.0,79.4,4.0
202115504,2.5919781368008548,2.6,2.907268170426065,1.0,79.4,1.0
202115505,2.483557626902778,2.75,4.110275689223058,1.0,79.4,1.0
202115506,3.1586287262681623,3.35,5.398496240601503,0.3,79.4,3.0
202115507,4.705155244814318,4.95,6.235588972431078,0.3,79.4,4.0
202115508,5.300445214254703,5.45,6.315789473684211,0.3,79.4,3.0
202115509,5.52751458404124,5.1,6.676691729323308,1.0,79.4,1.0
202115510,5.601158703972009,5.55,7.082706766917293,1.0,79.4,-3.0
202115511,5.652300453923933,5.15,7.182957393483709,1.0,79.4,-3.0
202115512,5.631843753943164,5.35,7.1077694235588975,1.3,79.4,-1.0
202115513,5.813908383772009,5.45,6.756892230576441,1.3,79.4,4.0
202115514,5.873232813716241,6.3,6.476190476190476,1.3,79.4,7.0
202115515,5.617524063956627,5.9,5.5739348370927315,1.0,79.4,4.0
202115516,4.725611944795086,4.9,4.476190476190476,1.0,79.4,5.0
202115517,4.044403835435472,3.55,3.6090225563909777,1.0,79.4,3.0
202115518,2.565384426825855,nan,3.137844611528822,1.3,79.4,1.0
202115519,2.544927726845086,nan,3.0827067669172936,1.3,79.4,-5.0
202115520,2.7290380266720087,2.8,3.1679197994987467,1.3,79.4,-6.0
202115521,2.724946686675855,3.2,3.092731829573935,1.0,79.4,-6.0
202115522,2.5837954568085473,2.55,2.8721804511278197,1.0,79.4,-6.0
202115523,2.663576586733547,nan,2.882205513784461,1.0,79.4,-3.0
202115600,2.403369424106624,nan,2.962406015037594,0.3,76.6,2.0
202115601,2.744790200939317,nan,2.827067669172932,0.3,76.6,4.0
202115602,2.6895313468854702,nan,2.4661654135338344,0.3,76.6,3.0
202115603,2.6579548588547004,nan,2.3208020050125313,0.7,76.6,1.0
202115604,2.555331272754701,2.6,2.8922305764411025,0.7,76.6,2.0
202115605,2.4507341561527776,2.5,4.0852130325814535,0.7,76.6,4.0
202115606,3.101999221787393,3.1,5.378446115288221,0.3,76.6,6.0
202115607,4.59398828124124,4.8,6.255639097744361,0.3,76.6,6.0
202115608,5.1682856573008555,4.95,6.285714285714285,0.3,76.6,3.0
202115609,5.387347543014318,4.95,6.641604010025063,0.3,76.6,2.0
202115610,5.458394641083548,5.35,7.052631578947368,0.3,76.6,2.0
202115611,5.507732903631625,5.45,7.197994987468672,0.3,76.6,-1.0
202115612,5.487997598612395,5.2,7.082706766917293,1.3,76.6,-4.0
202115613,5.663641813283547,5.1,6.7368421052631575,1.3,76.6,-2.0
202115614,5.720874197839318,5.15,6.4561403508771935,1.3,76.6,3.0
202115615,5.474182885098934,5.6,5.548872180451128,0.3,76.6,7.0
202115616,4.613723586260471,5.05,4.456140350877193,0.3,76.6,7.0
202115617,3.9565379291200866,3.05,3.5939849624060147,0.3,76.6,8.0
202115618,2.529675376229701,nan,3.1328320802005014,1.3,76.6,8.0
202115619,2.50994007121047,nan,3.0827067669172936,1.3,76.6,5.0
202115620,2.6875578163835474,2.65,3.162907268170426,1.3,76.6,7.0
202115621,2.683610755379701,3.05,3.077694235588972,2.0,76.6,7.0
202115622,2.5474371507470086,3.2,2.8521303258145365,2.0,76.6,6.0
202115623,2.6244048403220086,3.2,2.862155388471178,2.0,76.6,5.0
202115700,2.4377928458248936,2.6,2.947368421052632,2.0,79.7,4.0
202115701,2.7930309125816235,2.7,2.8320802005012533,2.0,79.7,4.0
202115702,2.7355357341470086,nan,2.471177944862155,2.0,79.7,4.0
202115703,2.7026813464700856,nan,2.345864661654135,1.0,79.7,3.0
202115704,2.595904586520085,2.95,2.882205513784461,1.0,79.7,0.0
202115705,2.4870744273402776,nan,4.020050125313284,1.0,79.7,-1.0
202115706,3.164696173176816,nan,5.2481203007518795,0.7,79.7,0.0
202115707,4.717065990911433,4.8,6.19047619047619,0.7,79.7,1.0
202115708,5.314605166785472,5.05,6.1954887218045105,0.7,79.7,-2.0
202115709,5.542532481294126,4.8,6.641604010025063,0.3,79.7,-3.0
202115710,5.616454853567202,5.75,6.716791979949875,0.3,79.7,-5.0
202115711,5.667789834312394,5.75,7.012531328320802,0.3,79.7,-5.0
202115712,5.647255842014319,5.4,6.977443609022557,0.0,79.7,-2.0
202115713,5.8300083734672015,5.55,6.616541353383458,0.0,79.7,2.0
202115714,5.889556951131626,5.45,6.150375939849623,0.0,79.7,4.0
202115715,5.632882047405666,4.5,5.2781954887218046,0.3,79.7,3.0
202115716,4.73759998320951,4.65,4.250626566416041,0.3,79.7,3.0
202115717,4.053818039683548,2.9,3.4486215538847116,0.3,79.7,3.0
202115718,2.5692103965325854,nan,3.077694235588972,1.0,79.7,3.0
202115719,2.5486764042345085,3.2,3.042606516290727,1.0,79.7,6.0
202115720,2.733482334917201,3.55,3.147869674185464,1.0,79.7,4.0
202115721,2.729375536457586,3.35,3.0626566416040104,1.3,79.7,9.0
202115722,2.587690989600855,3.65,2.9022556390977448,1.3,79.7,11.0
202115723,2.667773559563355,nan,2.8471177944862154,1.3,79.7,5.0
202115800,2.4766579993777773,2.7,2.9573934837092732,0.7,83.2,5.0
202115801,2.847496232177778,nan,2.807017543859649,0.7,83.2,7.0
202115802,2.7874761713777776,2.8,2.4611528822055138,0.7,83.2,7.0
202115803,2.7531789937777775,nan,2.3208020050125313,1.3,83.2,7.0
202115804,2.641713166577778,2.8,2.862155388471178,1.3,83.2,4.0
202115805,2.528103765777778,nan,4.020050125313284,1.3,83.2,4.0
202115806,3.235483053777778,3.5,5.288220551378447,2.3,83.2,12.0
202115807,4.856024695377779,4.75,6.260651629072682,2.3,83.2,21.0
202115808,5.479804612977779,5.1,6.110275689223057,2.3,83.2,21.0
202115809,5.71774128257778,5.6,6.706766917293233,2.0,83.2,19.0
202115810,5.794909932177779,5.4,6.81203007518797,2.0,83.2,21.0
202115811,5.848499272177779,5.4,7.102756892230576,2.0,83.2,14.0
202115812,5.827063536177779,5.4,6.927318295739349,2.7,83.2,8.0
202115813,6.017841586577779,5.65,6.5964912280701755,2.7,83.2,8.0
202115814,6.08000522097778,5.85,6.2706766917293235,2.7,83.2,15.0
202115815,5.8120585209777795,5.25,5.388471177944862,3.3,83.2,16.0
202115816,4.877460431377779,4.0,4.31578947368421,3.3,83.2,14.0
202115817,4.1636504225777795,3.6,3.49874686716792,3.3,83.2,11.0
202115818,2.6138467097777776,nan,3.092731829573935,3.0,83.2,-1.0
202115819,2.592410973777778,nan,3.057644110275689,3.0,83.2,-10.0
202115820,2.785332597777778,3.4,3.1428571428571423,3.0,83.2,-14.0
202115821,2.7810454505777784,2.95,3.0476190476190474,3.7,83.2,-11.0
202115822,2.6331388721777778,2.9,2.8320802005012533,3.7,83.2,-7.0
202115823,2.7167382425777777,3.1,2.827067669172932,3.7,83.2,-10.0
202115900,2.466664102749893,2.95,2.9223057644110275,2.0,82.3,-15.0
202115901,2.8334908642816243,3.3,2.791979949874687,2.0,82.3,-13.0
202115902,2.774120058947009,3.05,2.4411027568922306,2.0,82.3,-12.0
202115903,2.7401938844700853,nan,2.295739348370927,2.0,82.3,-10.0
202115904,2.6299338174200857,nan,2.8421052631578947,2.0,82.3,-13.0
202115905,2.517553364465278,nan,4.030075187969924,2.0,82.3,-11.0
202115906,3.2172807130518164,3.3,5.343358395989974,1.7,82.3,-9.0
202115907,4.820292457086432,4.55,6.260651629072682,1.7,82.3,-8.0
202115908,5.437324755385472,5.05,6.255639097744361,1.7,82.3,-8.0
202115909,5.672687590819125,5.4,6.611528822055138,0.7,82.3,-10.0
202115910,5.7490214833922035,5.35,7.012531328320802,0.7,82.3,-11.0
202115911,5.802031131012395,5.65,7.218045112781955,0.7,82.3,-10.0
202115912,5.780827271964319,5.4,7.057644110275689,0.7,82.3,-10.0
202115913,5.969541617492202,5.1,6.716791979949875,0.7,82.3,-10.0
202115914,6.031032808731625,5.9,6.4411027568922306,0.7,82.3,-10.0
202115915,5.765984570630665,5.45,5.528822055137844,0.7,82.3,-5.0
202115916,4.841496316134509,4.2,4.4260651629072685,0.7,82.3,-1.0
202115917,4.135407809833548,3.2,3.5789473684210527,0.7,82.3,0.0
202115918,2.602368800657586,nan,3.1278195488721807,1.0,82.3,-2.0
202115919,2.581164941609509,2.9,3.0827067669172936,1.0,82.3,-5.0
202115920,2.7719996730422007,nan,3.137844611528822,1.0,82.3,-5.0
202115921,2.767758901232586,2.95,3.032581453634085,0.7,82.3,-4.0
202115922,2.6214522738008545,nan,2.8020050125313283,0.7,82.3,-1.0
202115923,2.704147324088355,nan,2.81203007518797,0.7,82.3,-1.0
202116000,2.452228474287393,nan,2.8972431077694236,1.3,81.0,-1.0
202116001,2.813260888431625,2.9,2.781954887218045,1.3,81.0,0.0
202116002,2.7548278965470088,3.0,2.426065162907268,1.3,81.0,-1.0
202116003,2.7214376154700854,2.95,2.2656641604010024,1.3,81.0,-1.0
202116004,2.6129192019700858,2.75,2.8220551378446115,1.3,81.0,-1.0
202116005,2.5023138959027778,2.8,4.0551378446115285,1.3,81.0,-1.0
202116006,3.1909884431143167,3.65,5.4335839598997495,1.0,81.0,0.0
202116007,4.768679223998934,5.15,6.2706766917293235,1.0,81.0,-1.0
202116008,5.375964961085471,5.65,6.521303258145363,1.0,81.0,0.0
202116009,5.607610036056626,5.3,6.902255639097744,0.3,81.0,1.0
202116010,5.682738168479702,5.45,7.238095238095238,0.3,81.0,1.0
202116011,5.734910482662393,4.5,7.273182957393483,0.3,81.0,0.0
202116012,5.714041556989319,5.65,7.283208020050125,0.3,81.0,0.0
202116013,5.899774995479703,nan,6.957393483709273,0.3,81.0,-1.0
202116014,5.9602948799316255,5.1,6.69172932330827,0.3,81.0,-2.0
202116015,5.699433309018165,5.8,5.739348370927318,0.3,81.0,-1.0
202116016,4.789548149672009,4.35,4.606516290726817,0.3,81.0,-1.0
202116017,4.094612924758548,nan,3.7092731829573937,0.3,81.0,-3.0
202116018,2.5857895985950856,nan,3.2030075187969924,0.7,81.0,-2.0
202116019,2.5649206729220086,2.65,3.112781954887218,0.7,81.0,-2.0
202116020,2.7527410039797013,3.15,3.1328320802005014,0.7,81.0,0.0
202116021,2.7485672188450856,3.15,2.987468671679198,0.0,81.0,1.0
202116022,2.6045716317008547,2.6,2.7769423558897244,0.0,81.0,-1.0
202116023,2.685960441825855,nan,2.8020050125313283,0.0,81.0,-2.0
202116100,2.392265094520085,2.5,2.882205513784461,1.0,75.6,-5.0
202116101,2.7292286810547006,2.8,2.781954887218045,1.0,75.6,-3.0
202116102,2.6746912219623935,nan,2.43609022556391,1.0,75.6,-2.0
202116103,2.643526959623931,3.5,2.2656641604010024,0.3,75.6,-1.0
202116104,2.542243107023932,3.35,2.807017543859649,0.3,75.6,0.0
202116105,2.439011488027777,2.9,4.020050125313284,0.3,75.6,2.0
202116106,3.0817743987585464,3.35,5.383458646616542,0.3,75.6,4.0
202116107,4.5542857942508554,4.7,6.215538847117795,0.3,75.6,7.0
202116108,5.121085815531626,5.05,6.406015037593985,0.3,75.6,7.0
202116109,5.3372878855047015,5.6,6.746867167919801,0.3,75.6,5.0
202116110,5.407407475766241,5.85,7.137844611528822,0.3,75.6,4.0
202116111,5.456101635670087,5.75,7.177944862155388,0.3,75.6,6.0
202116112,5.436623971708548,5.95,7.177944862155388,1.0,75.6,10.0
202116113,5.60997518096624,4.45,6.852130325814536,1.0,75.6,12.0
202116114,5.666460406454702,5.4,6.586466165413534,1.0,75.6,10.0
202116115,5.422989606935472,5.85,5.649122807017544,2.0,75.6,9.0
202116116,4.573763458212394,5.35,4.521303258145363,2.0,75.6,7.0
202116117,3.9251572482931625,3.5,3.649122807017544,2.0,75.6,5.0
202116118,2.5169221438739315,nan,3.172932330827068,1.3,75.6,5.0
